 -1.2025481e+000  8.0914798e-001  1.1288873e+000 -1.0502806e+000 -1.1789349e+000  5.4410528e-001 -5.1069000e-001
 -1.0376562e+000  7.7104422e-001  8.8962680e-001 -1.0341026e+000 -1.1683415e+000  7.4624647e-001 -4.9802531e-001
 -1.2978936e+000  7.4081908e-001  1.1734760e+000 -1.0517094e+000 -1.1807047e+000  9.0506886e-001 -9.5225453e-001
 -1.4891817e+000  7.0727663e-001  1.3000625e+000 -1.0512297e+000 -1.1749500e+000  9.8059666e-001 -9.5661297e-001
 -1.1645402e+000  7.2799879e-001  9.2484838e-001 -1.0372686e+000 -1.1637948e+000  1.0724938e+000 -6.4892118e-001
 -1.2372686e+000  6.6262127e-001  1.0729233e+000 -1.0495624e+000 -1.1691048e+000  1.1997063e+000 -1.0860196e+000
 -1.1930288e+000  6.8757309e-001  1.0613735e+000 -1.0511598e+000 -1.1710526e+000  1.2861457e+000 -1.1363981e+000
 -1.2057904e+000  7.1364644e-001  9.2603895e-001 -1.0332926e+000 -1.1665114e+000  1.2635028e+000 -8.3469327e-001
 -1.3018338e+000  7.2165988e-001  1.0202778e+000 -1.0260533e+000 -1.1689571e+000  1.3282577e+000 -1.0852232e+000
 -1.1966353e+000  6.5910126e-001  1.0841061e+000 -1.0573897e+000 -1.1766728e+000  1.4348293e+000 -1.2367658e+000
 -1.2767174e+000  6.7236984e-001  1.0846846e+000 -1.0504866e+000 -1.1782569e+000  1.4177423e+000 -1.2058243e+000
 -1.0380277e+000  7.1112875e-001  8.2712695e-001 -1.0287139e+000 -1.1621187e+000  1.4802038e+000 -1.0781136e+000
 -1.1589315e+000  7.1200985e-001  9.7063328e-001 -1.0425109e+000 -1.1618880e+000  1.4770600e+000 -1.0744609e+000
 -1.1880110e+000  6.7244814e-001  1.0852072e+000 -1.0524570e+000 -1.1774985e+000  1.5056755e+000 -1.2245960e+000
 -1.1576329e+000  7.1593831e-001  1.0144760e+000 -1.0450640e+000 -1.1751102e+000  1.5104148e+000 -1.2189377e+000
 -1.2351131e+000  6.9976403e-001  8.8732711e-001 -1.0035378e+000  8.6249676e-001  1.5225764e+000 -1.1412434e+000
 -1.3587316e+000  7.0723673e-001  1.1283303e+000 -1.0285259e+000  8.4575844e-001  1.5490687e+000 -7.5771265e-001
 -1.0054007e+000  8.4232270e-001  8.0870268e-001 -1.0123246e+000  8.5828235e-001  1.5342929e+000  2.6359846e-001
 -1.3361225e+000  8.0606532e-001  9.8650568e-001 -9.9729803e-001  8.5704595e-001  1.4710929e+000  1.8679722e-001
 -1.3522510e+000  9.2122655e-001  1.0200832e+000 -9.9020210e-001  8.4712881e-001  1.5110641e+000  3.9068998e-001
 -1.2443679e+000  8.9371023e-001  1.0823704e+000 -1.0182523e+000  8.4833188e-001  1.5065450e+000  4.7386581e-001
 -1.1501015e+000  8.7519688e-001  1.1413051e+000 -1.0481701e+000  8.3521625e-001  1.5757410e+000  3.6567232e-001
 -1.0576452e+000  9.0098572e-001  9.9930042e-001 -1.0231692e+000  8.4541581e-001  1.5147978e+000  8.7592986e-001
 -1.1930896e+000  9.0469297e-001  1.1172402e+000 -1.0303151e+000  8.3814923e-001  1.4953896e+000  6.1199350e-001
 -1.0193862e+000  8.6838342e-001  1.0333857e+000 -1.0424767e+000  8.3710477e-001  1.5917144e+000  7.0309434e-001
 -1.8943002e+000  1.1559092e+000  9.4046901e-001  1.1808739e+000  8.8679977e-001  1.4666692e+000  7.1766742e-001
 -1.4507268e+000  7.2064751e-001  8.5006565e-001  1.0958536e+000  8.9495142e-001  1.2732548e+000  8.5618275e-001
 -1.0942231e+000  2.0117832e-001  9.9267461e-001  9.8355740e-001  8.7799090e-001  9.3553616e-001  4.5305512e-001
 -9.4535032e-001 -3.3129450e-001  1.2363237e+000  8.6040958e-001  8.6368333e-001  5.9470419e-001  9.8051869e-002
 -7.6942868e-001 -7.9388264e-001  1.5367354e+000  7.4029258e-001  8.5701041e-001  3.3804873e-001  1.1538244e-001
 -4.1548336e-001 -1.2022571e+000  1.3558384e+000  6.8575391e-001  8.6515282e-001  1.2122907e-001  2.4767289e-001
 -5.3859380e-001 -1.4344837e+000  1.9272488e+000  5.8002206e-001  8.3147657e-001 -6.9336514e-002  1.3808925e-001
 -6.1452224e-001 -1.5434559e+000  2.0116183e+000  5.6521959e-001  8.3703419e-001 -2.4004718e-001  6.3843150e-002
 -1.2864182e-001 -1.6463457e+000  1.9368915e+000  4.9791001e-001  8.1765271e-001 -3.1986294e-001  3.9574605e-001
 -3.3074151e-002 -1.7054860e+000  2.0082188e+000  4.8184060e-001  8.0489438e-001 -3.9485193e-001  5.5244312e-001
  3.5786793e-001 -1.9957057e+000  2.5547803e+000 -1.7610207e+000  7.4521798e-001 -4.9928362e-001  1.4812291e-001
 -1.5530708e-001 -1.3268940e+000  2.4717711e+000 -1.6089854e+000  7.5608838e-001 -5.3933182e-001  5.7288739e-001
  6.8357739e-002 -6.7150129e-001  1.5762515e+000 -1.4250913e+000  7.8631956e-001 -3.9456517e-001  2.1430486e+000
 -8.0495786e-001 -2.4713783e-001  1.8169430e+000 -1.3143134e+000  8.0757006e-001 -3.5744744e-001  1.5853574e+000
 -7.7899687e-001  1.6545286e-001  1.3198606e+000 -1.1865547e+000  8.2539058e-001 -2.4588153e-001  2.0426809e+000
 -8.6978973e-001  5.0995274e-001  8.0744755e-001 -1.0568061e+000  8.5163510e-001 -1.3273027e-001  2.2171449e+000
 -1.3076701e+000  6.4440922e-001  9.5853797e-001 -1.0064324e+000  8.6238241e-001 -2.3628063e-002  1.9096215e+000
 -1.1302940e+000  8.0745084e-001  7.5575787e-001 -9.7943089e-001  8.5905832e-001  2.4750226e-001  1.6363046e+000
 -1.3641811e+000  8.0042121e-001  1.0341468e+000 -1.0024120e+000  8.5509152e-001  5.2044803e-001  9.2135194e-001
 -1.0992548e+000  8.2256757e-001  9.1609739e-001 -1.0103489e+000  8.5061431e-001  7.4530317e-001  1.0134256e+000
 -1.6500940e+000  1.0379679e+000  8.3435420e-001  1.1351804e+000 -1.1281296e+000  8.8019925e-001  7.8158089e-001
 -9.4526285e-001  6.5288178e-001  3.4985840e-001  1.0938100e+000 -1.1151683e+000  7.8432192e-001  7.0940358e-001
 -7.3675454e-001  1.0792897e-001  3.5751520e-001  1.0078768e+000 -1.1099304e+000  4.4119205e-001 -2.7704197e-001
 -6.7358300e-001 -4.1473874e-001  6.7542523e-001  8.9921951e-001 -1.1207775e+000  7.4749111e-002 -8.8877494e-001
 -6.6975912e-001 -9.5947694e-001  9.7913766e-001  7.9885912e-001 -1.1321699e+000 -2.6483608e-001 -1.1868207e+000
 -7.0155235e-001 -1.2029893e+000  1.1486732e+000  7.4043560e-001 -1.1359965e+000 -5.5953518e-001 -1.3895214e+000
 -9.0506148e-001 -1.3768884e+000  1.4214016e+000  7.0868107e-001 -1.1361345e+000 -7.9380832e-001 -1.5595909e+000
 -9.6610168e-001 -1.5187331e+000  1.5990522e+000  6.7233280e-001 -1.1420082e+000 -1.0090934e+000 -1.5069329e+000
 -9.8361299e-001 -1.6210955e+000  1.7094884e+000  6.4563780e-001 -1.1462087e+000 -1.1737570e+000 -1.4296198e+000
 -9.6888506e-001 -1.6765927e+000  1.7931416e+000  6.1867707e-001 -1.1513644e+000 -1.2935134e+000 -1.2571379e+000
 -4.0240040e-001 -1.8433439e+000  1.6026993e+000 -1.4764981e+000  8.4979935e-001 -1.3368612e+000 -6.6995493e-001
 -4.7534868e-001 -1.7217822e+000  1.4570748e+000 -1.4346519e+000  8.5520157e-001 -1.2183901e+000  4.0229320e-001
 -5.1203065e-001 -1.5782445e+000  1.0461028e+000 -1.3489551e+000  8.8233074e-001 -9.8885501e-001  1.5096304e+000
 -7.6867433e-001 -1.4731588e+000  9.7225311e-001 -1.2762765e+000  8.9673690e-001 -8.4418505e-001  1.6891713e+000
 -9.0961964e-001 -1.3735514e+000  6.5707202e-001 -1.2025375e+000  9.1809658e-001 -6.6739687e-001  1.9594483e+000
 -1.0719446e+000 -1.3018486e+000  5.3408959e-001 -1.1572155e+000  9.3740210e-001 -5.3649774e-001  1.9853150e+000
 -1.2051177e+000 -1.2399624e+000  3.4235014e-001 -1.0946429e+000  9.5567882e-001 -4.1068050e-001  2.0310611e+000
 -1.0292851e+000 -1.1703611e+000 -7.5264176e-002 -1.0334056e+000  9.7554831e-001 -2.7682044e-001  2.2343262e+000
 -1.3841205e+000 -1.1721669e+000 -6.9621159e-002 -9.9163943e-001  9.9172616e-001 -2.1135434e-001  1.9551721e+000
 -1.4872687e+000 -1.1236427e+000 -1.5401568e-001 -9.5825050e-001  1.0061929e+000 -1.1901377e-001  1.9675082e+000
 -2.0544763e+000 -9.2279214e-001 -4.6857039e-001  1.2592664e+000  1.0649359e+000 -4.9817846e-002  1.8593147e+000
 -1.7813793e+000 -9.5821185e-001 -5.3698004e-001  1.2260706e+000  1.0531104e+000 -4.3893383e-002  1.5854647e+000
 -1.8880453e+000 -1.0856731e+000 -7.6449522e-002  1.1475199e+000  1.0286148e+000 -1.7191378e-001  6.6056708e-001
 -1.8251569e+000 -1.2218993e+000  3.4175061e-001  1.0476320e+000  9.9945839e-001 -3.4631425e-001  5.6598857e-002
 -1.4800433e+000 -1.2284906e+000  3.3382055e-001  1.0017940e+000  9.8906836e-001 -4.3663197e-001  4.7581871e-001
 -1.1236476e+000 -1.2710111e+000  2.5447489e-001  9.6855667e-001  9.7441638e-001 -5.0274177e-001  5.5817304e-001
 -1.0780002e+000 -1.3784958e+000  6.3362030e-001  8.8556994e-001  9.4312312e-001 -5.9933424e-001  2.0034070e-001
 -9.8242227e-001 -1.3844509e+000  7.4533873e-001  8.6752490e-001  9.4084207e-001 -6.8186091e-001  2.4062873e-001
 -7.5500480e-001 -1.4082707e+000  8.3963947e-001  8.1289246e-001  9.1911715e-001 -7.2059185e-001  4.0806090e-001
 -8.4754846e-001 -1.4536018e+000  1.2124498e+000  7.4063343e-001  9.0278000e-001 -7.9921592e-001  1.4608809e-001
 -9.3038366e-001 -1.4659337e+000  1.4982775e+000  7.0034912e-001  8.7651248e-001 -8.6655578e-001  1.4928790e-001
 -7.3600656e-001 -8.4463200e-001  1.2411020e+000  7.9292318e-001  8.7823196e-001 -8.5904141e-001  6.0226140e-001
 -9.5280769e-001 -3.7717177e-001  1.4447140e+000  8.2046153e-001  8.5035646e-001 -9.0108596e-001  3.2566242e-001
 -7.9764298e-001 -1.1624332e-002  1.2793039e+000  8.6799139e-001  8.4956999e-001 -9.5144686e-001  1.8670269e-001
 -6.1238826e-001  3.1473071e-001  1.3104326e+000  8.6824298e-001  8.2936095e-001 -8.8384906e-001  6.9784490e-001
 -8.7911914e-001  5.2563516e-001  1.5908694e+000  8.6991272e-001  8.1062362e-001 -9.2240104e-001  3.6994675e-001
 -1.1200555e+000  6.1816014e-001  1.9935982e+000  8.3541221e-001  7.9520175e-001 -9.8533393e-001 -1.3552661e-001
 -9.2034399e-001  7.4336974e-001  1.9180910e+000  8.4345831e-001  7.8780410e-001 -9.6897739e-001  5.1299989e-001
 -4.7794127e-001  8.9606807e-001  1.6218833e+000  8.4011997e-001  7.7904381e-001 -8.8280907e-001  5.7701429e-001
 -6.6086578e-001  8.9772241e-001  1.9563726e+000  8.1127511e-001  7.6849000e-001 -9.2655104e-001  1.5777739e-001
 -5.5369757e-001  9.3199240e-001  2.2006355e+000  7.3678767e-001 -1.2795165e+000 -9.3082624e-001  1.4884557e-001
 -2.7493584e-001  9.3206881e-001  1.9223741e+000  7.6306500e-001 -1.2674476e+000 -9.3675466e-001  1.0841627e-001
 -2.6581239e-001  9.2296106e-001  1.8716260e+000  7.5485786e-001 -1.2690429e+000 -1.0114228e+000 -4.5565156e-001
 -4.0814629e-001  8.7493582e-001  1.9793168e+000  7.5060279e-001 -1.2736346e+000 -1.1134658e+000 -7.9051798e-001
 -4.7732839e-001  8.6457223e-001  1.9724509e+000  7.6022061e-001 -1.2647487e+000 -1.2110815e+000 -1.0497167e+000
 -5.9242811e-001  7.9944529e-001  2.0656122e+000  7.6322780e-001 -1.2641392e+000 -1.3028295e+000 -1.2018069e+000
 -5.3180011e-001  7.6939617e-001  2.0612640e+000  7.4807105e-001 -1.2608691e+000 -1.3697797e+000 -1.2018701e+000
