  3.2008239e+002  2.5067739e+000  3.2701300e-002  9.3029701e+000
  3.2171099e+002  2.5459079e+000  2.8479944e-001  9.6626206e+000
  3.2091331e+002  2.3605615e+000  2.0365165e-001  1.0990955e+001
  3.2500252e+002  2.7054182e-002  3.2618688e-001  1.2430107e+001
  3.2665276e+002  2.8564943e-001  7.5377625e-001  1.3681666e+001
  3.2618692e+002  2.6313281e+000  1.8518541e+000  1.4608886e+001
  3.2658940e+002  9.9785528e-001  2.3023396e+000  1.5713200e+001
  3.2873489e+002  4.4741484e-003  2.4473566e+000  1.6536307e+001
  3.2960969e+002  7.5569421e-001  3.0366202e+000  1.7025369e+001
  3.3018527e+002  1.5045549e-001  3.5675485e+000  1.7616130e+001
  3.3173911e+002  1.2636970e-002  3.4628086e+000  1.8101964e+001
  3.3310734e+002  1.2963788e-002  3.4233811e+000  1.8617838e+001
  3.3225268e+002  1.4304903e-003  3.5421269e+000  1.8635723e+001
  3.3196419e+002  1.2618660e+000  3.5426977e+000  1.8751322e+001
  3.3225844e+002 -4.5331285e-003  3.0332127e+000  1.9508894e+001
  3.3269819e+002 -3.6224068e-002  2.1551743e+000  2.0456632e+001
  3.3371070e+002 -2.8905017e-002  2.1301210e+000  2.0896455e+001
  3.3492334e+002  3.2445181e-002  2.2673874e+000  2.1027555e+001
  3.3292220e+002  6.6819178e-002  2.2193280e+000  2.0836174e+001
  3.3091511e+002 -1.7981385e-002  1.5736883e+000  2.0700635e+001
  3.2832674e+002  1.3176017e+000  1.2966647e+000  2.0394276e+001
  3.2640365e+002  3.1512736e+000  5.5131593e-001  2.0221607e+001
  3.2365886e+002  3.7267524e+000 -1.1594851e-001  1.9741009e+001
  3.2206013e+002  3.5486489e+000 -5.4321366e-001  1.9849174e+001
  3.2043344e+002  4.0108657e+000 -1.1849543e+000  1.9753394e+001
  3.2122979e+002  6.0034758e-001 -1.2325020e+000  1.9778570e+001
  3.1958968e+002  3.5986420e-001 -1.6780450e+000  1.9799859e+001
  3.1804452e+002  5.3833610e-001 -1.5227472e+000  1.9439141e+001
  3.1675435e+002  5.9206284e-001 -1.6997060e+000  1.9584162e+001
  3.1449788e+002  2.2091654e+000 -1.9981530e+000  1.9499002e+001
  3.1333382e+002  1.6364503e+000 -1.9931504e+000  1.9649351e+001
  3.1181621e+002 -7.7152759e-003 -2.1874439e+000  1.9328394e+001
  3.0918216e+002  8.7425935e-002 -1.8598275e+000  1.9169509e+001
  3.0786685e+002  2.9962486e-001 -2.3164103e+000  1.9235623e+001
  3.0914512e+002  9.2503970e-001 -2.4560119e+000  1.9278401e+001
  3.0845215e+002  2.0171863e-002 -2.0323638e+000  1.9340028e+001
  3.0714219e+002 -1.0024978e-002 -2.2042178e+000  1.9342076e+001
  3.0672141e+002 -1.6982704e-002 -2.2121393e+000  1.9112734e+001
  3.0491388e+002  1.7276907e+000 -2.1534249e+000  1.8867467e+001
  3.0423075e+002  2.1234908e+000 -2.0203670e+000  1.9073703e+001
  3.0329298e+002 -4.2111193e-003 -2.6744984e+000  1.9238704e+001
  3.0303881e+002 -2.4038614e-002 -2.6075902e+000  1.9330707e+001
  3.0359759e+002 -1.8974644e-002 -2.5526930e+000  1.9741820e+001
  3.0403450e+002 -3.4896810e-003 -2.3948823e+000  1.9829021e+001
  3.0512324e+002  1.9294486e-002 -2.1151915e+000  1.9734190e+001
  3.0495864e+002 -1.7105371e-003 -1.9420953e+000  1.9722264e+001
  3.0646574e+002  1.6727897e-002 -1.8605484e+000  1.9838407e+001
  3.0654685e+002 -9.2144620e-003 -1.9082087e+000  1.9686409e+001
  3.0502674e+002  3.0257878e-001 -1.7083822e+000  1.9420519e+001
  3.0378855e+002  7.4996984e-001 -1.6005819e+000  1.9458585e+001
  3.0131822e+002 -3.1101411e-002 -2.3770463e+000  1.9388755e+001
  2.9835223e+002 -4.5692008e-002 -2.6748461e+000  1.9331936e+001
  2.9921313e+002  1.6525178e-003 -2.7144923e+000  1.9706821e+001
